rfc_page,yr,distinct_editors,total_edits,reverted_edits,first_edit,last_edit,duration_days,revert_rate
Requests_for_comment/RetroS1mone,2009,10,31,0.0,20090728011548,20220107070817,4546,0.0
Requests_for_comment/Rjanag,2009,31,102,0.0,20091104082055,20230303043558,4867,0.0
Requests_for_comment/Rorschach_test_images,2009,111,426,0.0,20090807161928,20221124002457,4857,0.0
Requests_for_comment/Ryulong_2,2009,28,75,0.0,20090303042622,20220327200826,4772,0.0
Requests_for_comment/Sarah777_2,2009,16,45,0.0,20091001124609,20220222114613,4527,0.0
Requests_for_comment/Sbakuria,2009,6,19,0.0,20090731200131,20230227094537,4959,0.0
Requests_for_comment/Self_electing_groups,2009,97,293,0.0,20090619145506,20230302200620,5004,0.0
Requests_for_comment/Stilltim,2009,13,38,0.0,20090513034256,20230210220308,5021,0.0
Requests_for_comment/Tennis_expert,2009,24,99,0.0,20090426193620,20230303043443,5059,0.0
Requests_for_comment/The_Plague,2009,21,80,0.0,20091016174757,20220526085924,4605,0.0
Requests_for_comment/Unsorted,2009,40,1369,2.0,20090519162427,20260109173012,6079,0.001
Requests_for_comment/Uruk2008,2009,11,34,0.0,20090612150813,20220311132909,4655,0.0
Requests_for_comment/User_conduct/AdminsList,2009,18,34,0.0,20091105151624,20100510125748,186,0.0
Requests_for_comment/User_conduct/Assistance,2009,49,108,0.0,20091006182147,20220604133151,4624,0.0
Requests_for_comment/User_conduct/Assistance/Beginning,2009,5,27,0.0,20091006181444,20210520072519,4244,0.0
Requests_for_comment/User_conduct/Closing,2009,9,55,0.0,20091118145838,20141208030421,1846,0.0
Requests_for_comment/User_conduct/Creation,2009,9,35,0.0,20091006185254,20221003162701,4745,0.0
Requests_for_comment/User_conduct/Guidance,2009,19,53,0.0,20091007105606,20170820031417,2874,0.0
Requests_for_comment/User_conduct/Guidance2,2009,8,21,0.0,20091006185658,20141111054408,1862,0.0
Requests_for_comment/User_conduct/List,2009,2,4,0.0,20091105153818,20100510124637,186,0.0
Requests_for_comment/User_conduct/Rules,2009,6,13,0.0,20091009133447,20141208014259,1886,0.0
Requests_for_comment/User_conduct/UsersList,2009,216,606,0.0,20091105144908,20221022155254,4734,0.0
Requests_for_comment/User_conduct/new,2009,12,50,0.0,20091006184118,20221003162743,4745,0.0
Requests_for_comment/User_names/Index/2007,2009,2,2,0.0,20090225113523,20090603013300,98,0.0
Requests_for_comment/User_names/Index/2008,2009,3,3,0.0,20090225113449,20090603012306,98,0.0
Requests_for_comment/User_names/Index/2009,2009,7,21,0.0,20090225113402,20100108203648,317,0.0
Requests_for_comment/User_page_indexing,2009,87,545,0.0,20090626182422,20240204204557,5336,0.0
Requests_for_comment/ViperNerd,2009,2,4,0.0,20090504071457,20220107071705,4631,0.0
Requests_for_comment/Viriditas,2009,12,124,0.0,20090629113047,20230303043334,4995,0.0
Requests_for_comment/Viriditas2,2009,3,8,0.0,20091216063930,20230303043330,4825,0.0
Requests_for_comment/Volunteers_Log_Off_as_Wikipedia_Ages,2009,7,8,0.0,20091124213209,20160705184437,2415,0.0
Requests_for_comment/Wdl1961,2009,8,23,0.0,20090712153844,20230227094525,4978,0.0
Requests_for_comment/WebHamster,2009,14,34,0.0,20090716000511,20230303043315,4978,0.0
Requests_for_comment/WikiProjects_and_collaborations,2009,28,512,6.0,20090519162536,20240101113452,5340,0.012
Requests_for_comment/Wikifan12345,2009,2,5,0.0,20090803231157,20220107071824,4540,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/manual,2009,2,3,0.0,20090104234916,20091021024840,290,0.0
Requests_for_comment/Wikipedia_proposals,2009,51,786,6.0,20091021032825,20250626224514,5727,0.008
Requests_for_comment/infobox_template_coherence,2009,21,182,0.0,20091110120327,20100106093214,57,0.0
Requests_for_comment/new_users,2009,84,513,0.0,20090928064413,20260421062256,6049,0.0
Requests_for_comment/proj/manual,2009,3,6,0.0,20090521030141,20100223031539,278,0.0
Requests_for_comment/unsorted/manual,2009,2,3,0.0,20090712022632,20090820072223,39,0.0
Requests_for_comment/userfication,2009,23,105,0.0,20091020020531,20220327200747,4541,0.0
Requests_for_comment/2010_ArbCom_election_voting_procedure,2010,152,538,0.0,20101024212354,20230303044648,4513,0.0
Requests_for_comment/Arbitration_Committee_3,2010,58,821,0.0,20100131045305,20230303044541,4779,0.0
Requests_for_comment/Ash,2010,18,37,0.0,20100405154619,20230227094718,4711,0.0
Requests_for_comment/B9_hummingbird_hovering,2010,15,64,0.0,20100430221011,20220516053301,4399,0.0
Requests_for_comment/BQZip01,2010,18,64,0.0,20100409210833,20230303044510,4711,0.0
Requests_for_comment/BQZip01_and_Hammersoft,2010,4,8,0.0,20100408215342,20100429030023,21,0.0
Requests_for_comment/Bearian,2010,2,2,0.0,20100802164308,20220107063859,4176,0.0
Requests_for_comment/Biographies_of_living_people,2010,74,303,0.0,20100610013554,20220521150751,4363,0.0
Requests_for_comment/Biographies_of_living_people/Archive_1,2010,8,26,0.0,20100221151936,20220604133302,4486,0.0
Requests_for_comment/Biographies_of_living_people/Archive_2,2010,330,1940,0.0,20100127172641,20220721124759,4558,0.0
Requests_for_comment/Biographies_of_living_people/Content,2010,94,346,0.0,20100202234119,20230302200537,4776,0.0
Requests_for_comment/Biographies_of_living_people/Ikip,2010,8,18,0.0,20100127171451,20230303044445,4783,0.0
Requests_for_comment/Biographies_of_living_people/Phase_I,2010,472,3246,0.0,20100121155520,20260312130701,5894,0.0
Requests_for_comment/Biographies_of_living_people/Phase_II,2010,2,2,0.0,20100215142242,20100727200824,162,0.0
Requests_for_comment/Biographies_of_living_people/Phase_III,2010,2,2,0.0,20100215142313,20160524114157,2290,0.0
Requests_for_comment/Blablaaa,2010,31,289,0.0,20100721083630,20220401095202,4272,0.0
Requests_for_comment/BlueRobe,2010,19,182,0.0,20100906042424,20230218214353,4548,0.0
Requests_for_comment/BlueRobe_2,2010,20,89,0.0,20100925042908,20230303044437,4542,0.0
Requests_for_comment/BrendelSignature,2010,6,22,0.0,20100823152221,20240601081436,5031,0.0
Requests_for_comment/Catholic_Church,2010,49,241,0.0,20100326163919,20230210215839,4704,0.0
Requests_for_comment/Cenwin88lee,2010,4,11,0.0,20100615204254,20220107064134,4224,0.0
Requests_for_comment/Checkuser_and_oversighter_selection,2010,88,446,0.0,20100531054339,20220604133244,4387,0.0
Requests_for_comment/Chelo61,2010,10,26,0.0,20100526173155,20230303044418,4664,0.0
Requests_for_comment/Colonel_Warden,2010,75,482,0.0,20101123190511,20230303044404,4483,0.0
Requests_for_comment/Comment_duty,2010,4,19,0.0,20101127031922,20110106100433,40,0.0
Requests_for_comment/Communicat,2010,3,6,0.0,20101103210341,20220107064249,4083,0.0
Requests_for_comment/Cush_(second_RFC),2010,13,37,0.0,20100222213615,20220516053225,4466,0.0
Requests_for_comment/Deletion_Wars,2010,6,11,0.0,20100425023726,20100525030111,30,0.0
Requests_for_comment/Doncram,2010,7,38,0.0,20100204205349,20220311133035,4418,0.0
Requests_for_comment/Educational_background,2010,7,17,0.0,20101108162329,20101208170052,30,0.0
Requests_for_comment/Gavin.collins_3,2010,50,216,0.0,20100914164405,20220412155039,4228,0.0
Requests_for_comment/Handicapper,2010,11,26,0.0,20100507132904,20220321043321,4336,0.0
Requests_for_comment/Hullaballoo_Wolfowitz,2010,28,65,0.0,20101105183333,20230303044129,4501,0.0
Requests_for_comment/Inclusion_criteria_for_Lists,2010,28,327,0.0,20100823124103,20230303044116,4575,0.0
Requests_for_comment/Inclusion_criteria_for_Lists/draft,2010,6,28,0.0,20101007215345,20101027221740,20,0.0
Requests_for_comment/Israeli_settlements,2010,55,256,0.0,20100616230511,20250811223832,5535,0.0
Requests_for_comment/Jagged_85,2010,17,119,0.0,20100421165727,20220107065427,4279,0.0
Requests_for_comment/Jagged_85/Evidence,2010,9,21,0.0,20100421165914,20220920162057,4535,0.0
Requests_for_comment/Jagged_85/Recent_evidence,2010,3,5,0.0,20100421165913,20110323135814,336,0.0
Requests_for_comment/Jamen_Somasu,2010,21,37,0.0,20100523162933,20230303044050,4667,0.0
Requests_for_comment/Jclemens,2010,46,270,0.0,20100610233252,20220604133220,4377,0.0
Requests_for_comment/Jimmy_McDaniels,2010,11,103,0.0,20100814213225,20220504035840,4281,0.0
Requests_for_comment/KnowIG,2010,9,20,0.0,20100912084115,20220107065713,4135,0.0
Requests_for_comment/Lar,2010,71,371,0.0,20100429100105,20230303044001,4691,0.0
Requests_for_comment/Mafia_godfather,2010,13,32,0.0,20100111064255,20220108152359,4380,0.0
Requests_for_comment/May_2010_skin_change,2010,65,151,0.0,20100515154645,20230210220107,4654,0.0
Requests_for_comment/May_2010_skin_change/Bug_reports,2010,170,712,0.0,20100515223437,20220530133549,4398,0.0
Requests_for_comment/May_2010_skin_change/Talk:Main_Page,2010,11,30,0.0,20100515154808,20230210220110,4654,0.0
Requests_for_comment/May_2010_skin_change/VPR,2010,8,21,0.0,20100515155830,20230314160544,4686,0.0
Requests_for_comment/May_2010_skin_change/VPT,2010,13,34,0.0,20100515160152,20230318055200,4690,0.0
Requests_for_comment/Michael_H_34,2010,9,49,0.0,20100125154102,20230303043901,4785,0.0
Requests_for_comment/MickMacNee,2010,52,181,0.0,20101226084058,20250512124632,5251,0.0
Requests_for_comment/Microformats,2010,53,186,0.0,20100810130311,20240223180630,4945,0.0
Requests_for_comment/Milogardner,2010,17,38,0.0,20100919181858,20220311133012,4191,0.0
Requests_for_comment/Mjroots,2010,38,117,0.0,20100903185558,20220412155059,4239,0.0
Requests_for_comment/Mk5384,2010,20,89,0.0,20100623215720,20220419120602,4318,0.0
Requests_for_comment/Naming_conventions_for_United_States_federal_buildings,2010,18,150,0.0,20100715174915,20230303043751,4614,0.0
Requests_for_comment/Newman_Luke,2010,30,103,0.0,20100224162134,20230303043739,4755,0.0
Requests_for_comment/Notability_of_association_footballers,2010,26,68,0.0,20101002085714,20190823203044,3247,0.0
Requests_for_comment/Nyttend,2010,52,246,0.0,20101105232919,20230303043729,4501,0.0
Requests_for_comment/PCPP,2010,20,103,0.0,20100302005400,20220107070510,4329,0.0
Requests_for_comment/Pending_changes_trial,2010,34,190,0.0,20100522125453,20230321074041,4686,0.0
Requests_for_comment/Picture_of_the_day_photo_credits,2010,40,393,0.0,20100425022529,20230210220155,4674,0.0
Requests_for_comment/Pmanderson,2010,46,194,0.0,20100726205620,20230303043641,4603,0.0
Requests_for_comment/Policies_affecting_deletion_outcome,2010,5,8,0.0,20100601212726,20100701230048,30,0.0
Requests_for_comment/Prestonmcconkie,2010,22,44,0.0,20100312180559,20230303043636,4739,0.0
Requests_for_comment/Pumpie2,2010,12,24,0.0,20100818101443,20220311132925,4223,0.0
Requests_for_comment/RFC,2010,10,35,0.0,20100302191642,20100331073827,29,0.0
Requests_for_comment/Removing_autoconfirmed,2010,27,50,0.0,20100613233800,20210914034401,4111,0.0
Requests_for_comment/Request_board,2010,733,1863,0.0,20100223024246,20160128232821,2165,0.0
Requests_for_comment/Rorschach_Test_(2010),2010,34,122,0.0,20100820203636,20230210220234,4557,0.0
Requests_for_comment/Ryan_kirkpatrick,2010,14,54,0.0,20100601213239,20230303043544,4658,0.0
Requests_for_comment/Slrubenstein,2010,40,185,0.0,20100812022428,20230303043517,4586,0.0
Requests_for_comment/Sven70,2010,22,62,0.0,20100721213101,20220327200813,4267,0.0
Requests_for_comment/TMC1982,2010,13,38,0.0,20100801220905,20230303043455,4597,0.0
Requests_for_comment/Tedescoboy22,2010,17,32,0.0,20101027053404,20230303043451,4510,0.0
Requests_for_comment/Teeninvestor,2010,24,203,0.0,20100717003225,20230303043448,4612,0.0
Requests_for_comment/Use_of_classified_documents,2010,70,311,0.0,20101214150007,20230303043415,4462,0.0
Requests_for_comment/User_names/Index/2010,2010,4,18,0.0,20100108203809,20110108225438,365,0.0
Requests_for_comment/WeijiBaikeBianji,2010,22,62,0.0,20101122042840,20220107071755,4064,0.0
Requests_for_comment/Wikiproject_tags_on_biographies_of_living_people,2010,77,379,0.0,20100226161818,20230210220436,4732,0.0
Requests_for_comment/Wuhwuzdat,2010,29,95,0.0,20100115203159,20230210220442,4774,0.0
Requests_for_comment/Xanderliptak,2010,30,105,0.0,20101024200132,20230303043304,4513,0.0
Requests_for_comment/Xil,2010,1,3,0.0,20100323122559,20100323122734,0,0.0
Requests_for_comment/YellowMonkey,2010,83,279,0.0,20101123000048,20230303043257,4483,0.0
Requests_for_comment/AlexCovarrubias2,2011,13,60,0.0,20110212150934,20220107063604,3982,0.0
Requests_for_comment/Alexsautographs,2011,15,59,0.0,20111012195841,20230227094743,4156,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2011,2011,168,1361,0.0,20110918001957,20220524225844,3901,0.0
Requests_for_comment/Archived_citations,2011,27,105,0.0,20110211143105,20230210215751,4382,0.0
Requests_for_comment/Archived_citations_2,2011,16,56,0.0,20110316100024,20230210215753,4349,0.0
"Requests_for_comment/Art,_architecture,_literature,_and_media",2011,3,3,0.0,20110730215653,20170501215300,2102,0.0
Requests_for_comment/Badger_Drink,2011,58,269,0.0,20111108154814,20230227094716,4129,0.0
Requests_for_comment/Bidgee,2011,30,69,0.0,20110213110439,20230303044451,4401,0.0
Requests_for_comment/Bugapi,2011,8,31,0.0,20110318181248,20220107064040,3948,0.0
Requests_for_comment/Bureaucrat_removal_of_adminship_policy,2011,240,921,0.0,20110705134148,20220529154537,3981,0.0
Requests_for_comment/Central_Notices,2011,33,82,0.0,20111210104751,20230210215847,4080,0.0
Requests_for_comment/Cirt,2011,92,589,0.0,20110627124432,20230321063817,4285,0.0
Requests_for_comment/Clarification_of_RD3,2011,45,104,0.0,20110119202944,20230227094650,4422,0.0
Requests_for_comment/Corbridge,2011,9,24,0.0,20110406173534,20220107064302,3929,0.0
Requests_for_comment/Dead_url_parameter_for_citations,2011,21,35,0.0,20110521074554,20230314123516,4315,0.0
Requests_for_comment/Dispute_resolution,2011,39,309,0.0,20110121134812,20230210215922,4403,0.0
Requests_for_comment/Dispute_resolution/Archive_1,2011,3,4,0.0,20110523184948,20250607141550,5129,0.0
Requests_for_comment/Dispute_resolution/Overview,2011,4,10,0.0,20110529202342,20220327201000,3955,0.0
Requests_for_comment/Drnhawkins,2011,20,56,0.0,20110728141919,20220311133032,3879,0.0
Requests_for_comment/Geo_Swan,2011,31,96,0.0,20110215130034,20230208052612,4376,0.0
Requests_for_comment/Geo_Swan/Deletions,2011,1,3,0.0,20110215130157,20110218082537,3,0.0
Requests_for_comment/GoodDay,2011,32,104,0.0,20111204181550,20260402081308,5233,0.0
Requests_for_comment/Granting_bureaucrats_the_technical_ability_to_remove_the_admin_flag,2011,379,658,7.0,20110705134152,20241211005219,4908,0.011
Requests_for_comment/Gwillhickers,2011,24,86,0.0,20110609095934,20230619165543,4393,0.0
Requests_for_comment/Hentzer,2011,18,42,0.0,20111219041822,20220107065246,3672,0.0
Requests_for_comment/Homegrown_images,2011,4,4,0.0,20111021041930,20220627123629,3902,0.0
Requests_for_comment/Jagged_85/Articles_main,2011,4,6,1.0,20110308091730,20250714044232,5242,0.167
Requests_for_comment/Jagged_85/Top_edits,2011,7,46,0.0,20110415114113,20160121152844,1742,0.0
Requests_for_comment/Kiefer.Wolfowitz,2011,45,381,0.0,20110831185038,20230321063812,4220,0.0
Requests_for_comment/La_goutte_de_pluie,2011,40,231,0.0,20110820042106,20230210220051,4192,0.0
Requests_for_comment/Lihaas,2011,29,108,0.0,20110127164538,20230303043955,4418,0.0
Requests_for_comment/Main_Page_features,2011,129,1401,0.0,20110713191428,20230421125331,4300,0.0
Requests_for_comment/Make_userrights_self-sufficient,2011,101,440,0.0,20110412151330,20230421111110,4392,0.0
Requests_for_comment/Move_RFA_questions?,2011,39,83,0.0,20110117202421,20230302200612,4427,0.0
Requests_for_comment/Naming_conventions_(subnational_entities),2011,2,2,0.0,20111004011918,20160705184546,1736,0.0
Requests_for_comment/Non-free_content_enforcement,2011,36,295,0.0,20110531001016,20260205123747,5364,0.0
Requests_for_comment/Objectivist,2011,15,89,0.0,20111014220948,20230303043726,4158,0.0
Requests_for_comment/PBS,2011,66,227,0.0,20110509103600,20230303043720,4316,0.0
Requests_for_comment/Paralympiakos,2011,13,23,0.0,20110304182526,20220107070527,3962,0.0
Requests_for_comment/Racepacket_2,2011,40,212,0.0,20110322003223,20220516053105,4073,0.0
Requests_for_comment/Raintheone,2011,8,22,0.0,20110420053522,20230210220217,4314,0.0
Requests_for_comment/Ravpapa,2011,2,2,0.0,20110331174829,20220107070757,3935,0.0
Requests_for_comment/Remove_bureaucrat_bit_from_inactive_accounts,2011,112,183,0.0,20110707233504,20230403122245,4288,0.0
Requests_for_comment/Requests_for_bureaucratship_threshold,2011,86,276,0.0,20110810043056,20220604133154,3951,0.0
Requests_for_comment/Sempi,2011,10,49,0.0,20110511060405,20220107071132,3894,0.0
Requests_for_comment/Sfan00_IMG,2011,20,47,0.0,20110113011033,20230303043532,4432,0.0
Requests_for_comment/Slang_naming_convention,2011,18,29,0.0,20110602040439,20230303043522,4292,0.0
Requests_for_comment/Tenmei,2011,18,85,0.0,20110302054832,20230210220323,4363,0.0
Requests_for_comment/Timneu22,2011,25,122,0.0,20110209232528,20220416153728,4084,0.0
Requests_for_comment/User_names/Index/2011,2011,3,8,0.0,20110325140957,20120109032452,290,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Requests_for_adminship,2011,3,3,0.0,20110525050424,20160524120431,1826,0.0
Requests_for_comment/Wikipedia_technical_issues_and_templates,2011,39,419,3.0,20110730221502,20240926113605,4807,0.007
Requests_for_comment/Willfults,2011,9,23,0.0,20110727221654,20220107071830,3817,0.0
Requests_for_comment/invitation_userbox,2011,2,2,0.0,20110426101907,20110725085501,90,0.0
Requests_for_comment/93.139.27.77,2012,2,3,0.0,20120807123739,20220107063509,3440,0.0
Requests_for_comment/APTEVA,2012,2,2,0.0,20121130163721,20121222130258,22,0.0
Requests_for_comment/Abortion_advocacy_movement_coverage,2012,34,302,0.0,20120621220952,20220520075824,3620,0.0
Requests_for_comment/Abortion_advocacy_movement_coverage/Notification_worksheet,2012,2,2,0.0,20121024192315,20121024193856,0,0.0
Requests_for_comment/Abortion_advocacy_movement_coverage/redraft,2012,2,2,0.0,20121012202507,20210216192247,3049,0.0
Requests_for_comment/Abortion_article_titles,2012,246,1092,0.0,20120211024512,20240501022803,4463,0.0
Requests_for_comment/Agent00f,2012,28,323,0.0,20120512004857,20230303044621,3947,0.0
Requests_for_comment/Apostle12,2012,12,37,0.0,20121221212323,20230227094738,3720,0.0
Requests_for_comment/Apteva,2012,43,207,0.0,20121130032212,20230227094732,3741,0.0
"Requests_for_comment/Arbcom,_confidentiality,_and_oversight",2012,3,7,0.0,20121214110220,20121216155408,2,0.0
"Requests_for_comment/Arbcom,_confidentiality,_and_oversight/Straw_poll",2012,22,70,0.0,20121214110424,20230210215726,3710,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2012,2012,145,873,0.0,20121001020546,20260402085116,4931,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2012/Electoral_Commission,2012,56,174,0.0,20121108043822,20250125221002,4461,0.0
Requests_for_comment/Article_Rescue_Squadron,2012,97,529,0.0,20120312170404,20230127223736,3973,0.0
Requests_for_comment/Bluerim,2012,7,43,0.0,20121129015004,20230210215820,3725,0.0
Requests_for_comment/Bulk_talk_page_deliveries,2012,3,6,0.0,20120905153211,20120905203017,0,0.0
Requests_for_comment/COI,2012,145,1524,0.0,20120227005446,20260325164119,5140,0.0
Requests_for_comment/Categorization_of_persons,2012,39,130,0.0,20120823144231,20230227094653,3840,0.0
Requests_for_comment/City_population_templates,2012,28,130,0.0,20120913084818,20230303044412,3823,0.0
Requests_for_comment/Civility_enforcement,2012,108,751,0.0,20121004035436,20121215234537,72,0.0
Requests_for_comment/Civility_enforcement/Phase_one,2012,3,12,0.0,20121028183551,20230313172535,3788,0.0
Requests_for_comment/Civility_enforcement/Questionnaire,2012,9,73,0.0,20121015211454,20121215200044,61,0.0
Requests_for_comment/Civility_enforcement/Questionnaire_table,2012,5,70,0.0,20121203082527,20130212231105,71,0.0
Requests_for_comment/Civility_enforcement/Questions,2012,7,81,0.0,20121022183207,20121214100257,53,0.0
Requests_for_comment/Civility_enforcement/questions,2012,1,2,0.0,20121022233610,20121022233939,0,0.0
Requests_for_comment/Current_copy_of_the_IUCN_Red_List_in_the_Wikipedia_database=edit,2012,3,6,0.0,20121025165619,20130109231655,76,0.0
Requests_for_comment/Darkstar1st,2012,22,104,0.0,20121119175310,20230310093513,3763,0.0
Requests_for_comment/DocKino,2012,20,61,0.0,20120114140625,20220519184138,3778,0.0
Requests_for_comment/Education_Program_extension,2012,26,108,0.0,20120814165949,20220307070219,3492,0.0
Requests_for_comment/Effect_of_arbitration_processes_on_editor_retention,2012,35,216,0.0,20120527182617,20230128155738,3898,0.0
Requests_for_comment/Emico,2012,3,3,0.0,20120202151638,20220107064727,3627,0.0
Requests_for_comment/Expansion_of_Ban_Appeals_Subcommittee,2012,36,139,0.0,20120527181352,20260402082023,5058,0.0
Requests_for_comment/Fæ,2012,113,598,0.0,20120125215230,20220604133225,3783,0.0
Requests_for_comment/HiLo48,2012,31,149,0.0,20121119151936,20230303044138,3756,0.0
Requests_for_comment/Indians_in_Afghanistan,2012,19,169,0.0,20120212235303,20230303044111,4037,0.0
Requests_for_comment/Iopq,2012,2,4,0.0,20120901210455,20230303044106,3835,0.0
Requests_for_comment/Jagged_85/Computer_Games_Evidence,2012,11,119,0.0,20120911154539,20230928173857,4034,0.0
Requests_for_comment/Jagged_85/Video_Game_Genres_Evidence,2012,2,22,0.0,20120912125343,20120917042101,5,0.0
Requests_for_comment/Johnpacklambert,2012,17,96,0.0,20121212165459,20130209235047,59,0.0
Requests_for_comment/Kolins,2012,7,15,0.0,20120110202556,20230210220043,4049,0.0
Requests_for_comment/Kurmaa,2012,9,20,0.0,20120824210557,20240706103233,4334,0.0
Requests_for_comment/Level_one_user_warnings,2012,62,161,0.0,20120627180220,20230316123830,3914,0.0
Requests_for_comment/Level_one_user_warnings/Proposed_changes,2012,5,35,0.0,20120627180339,20120726154231,29,0.0
Requests_for_comment/Malikussaid,2012,4,4,0.0,20121230132212,20121230224011,0,0.0
Requests_for_comment/Memento,2012,52,136,0.0,20120829191603,20230303043906,3838,0.0
Requests_for_comment/Mmarque,2012,9,17,0.0,20121019144538,20230227094603,3783,0.0
Requests_for_comment/Morriswa,2012,13,24,0.0,20121229072620,20230210220121,3695,0.0
Requests_for_comment/Muhammad_images,2012,331,2782,0.0,20120305170914,20251120013226,5008,0.0
Requests_for_comment/Muhammad_images/Alt_Question_10,2012,2,2,0.0,20120922214504,20220312023234,3458,0.0
Requests_for_comment/Muhammad_images/Functional_hatnote_demo,2012,1,14,0.0,20120310034013,20120310093627,0,0.0
Requests_for_comment/Muhammad_images/General_discussion,2012,4,8,0.0,20120922214626,20260420222031,4958,0.0
Requests_for_comment/Muhammad_images/Intro,2012,1,6,0.0,20120922200154,20120925210116,3,0.0
Requests_for_comment/Muhammad_images/Note_on_NOTCENSORED/AGF_paradox,2012,2,2,0.0,20120922214943,20230303043838,3814,0.0
Requests_for_comment/Muhammad_images/Permissibility_of_Images_of_Muhammad_in_Islam,2012,2,2,0.0,20120922215127,20230303043836,3814,0.0
Requests_for_comment/Muhammad_images/Proposal:Leave_everything_as_they_are_(no_change_is_necessary),2012,3,4,0.0,20120922214831,20260610210627,5009,0.0
Requests_for_comment/Muhammad_images/Question_1a,2012,3,18,0.0,20120922200318,20230303043829,3814,0.0
Requests_for_comment/Muhammad_images/Question_1b,2012,4,18,0.0,20120922200956,20251119143206,4806,0.0
Requests_for_comment/Muhammad_images/Question_2,2012,4,15,0.0,20120922212502,20230708195552,3941,0.0
Requests_for_comment/Muhammad_images/Question_3,2012,3,11,0.0,20120922212705,20260402081059,4940,0.0
Requests_for_comment/Muhammad_images/Question_4,2012,3,8,0.0,20120922212843,20250110104419,4493,0.0
Requests_for_comment/Muhammad_images/Question_5,2012,2,7,0.0,20120922212935,20230303043815,3814,0.0
Requests_for_comment/Muhammad_images/Question_6,2012,2,6,0.0,20120922213048,20230303043812,3814,0.0
Requests_for_comment/Muhammad_images/Question_7,2012,4,5,0.0,20120922213156,20260302125503,4909,0.0
Requests_for_comment/Muhammad_images/Question_8,2012,2,8,0.0,20120922213246,20230303043809,3814,0.0
Requests_for_comment/Muhammad_images/Question_9,2012,2,7,0.0,20120922213423,20230303043807,3814,0.0
Requests_for_comment/Muhammad_images/intros,2012,12,35,0.0,20120319061821,20130104215038,291,0.0
Requests_for_comment/NOINDEX,2012,100,226,0.0,20120320130209,20240321005504,4384,0.0
Requests_for_comment/Niemti,2012,34,146,0.0,20121101132241,20230210220135,3753,0.0
Requests_for_comment/Obligatory_short_definition_section,2012,6,13,0.0,20121016170331,20220326071937,3448,0.0
Requests_for_comment/Offender9000,2012,12,115,0.0,20120625002333,20220107070440,3483,0.0
Requests_for_comment/Paul_Bedson,2012,29,140,0.0,20121203094308,20230303043705,3742,0.0
Requests_for_comment/Reforming_dispute_resolution,2012,90,380,0.0,20120829043153,20230227094548,3834,0.0
Requests_for_comment/Request_board/Archive_1,2012,3,10,0.0,20120617211930,20230210220223,3890,0.0
Requests_for_comment/Resysopping_practices,2012,50,262,0.0,20121225184042,20250124204426,4413,0.0
Requests_for_comment/RfA,2012,9,22,0.0,20120706151833,20250125151203,4586,0.0
Requests_for_comment/Rhode_Island_Red.2,2012,23,133,0.0,20121121155753,20230303043601,3754,0.0
Requests_for_comment/RidjalA,2012,7,113,0.0,20121103180411,20260302125508,4867,0.0
Requests_for_comment/Rtmcrrctr,2012,15,49,0.0,20120918120441,20230210220237,3797,0.0
Requests_for_comment/Rukario-sama,2012,2,3,0.0,20120331064551,20220107070936,3569,0.0
Requests_for_comment/SchuminWeb,2012,28,94,0.0,20121203163148,20220413114058,3418,0.0
Requests_for_comment/Shakehandsman,2012,12,112,0.0,20120104203138,20230227094535,4072,0.0
Requests_for_comment/Syntax_differentiation_in_editing_window,2012,52,159,0.0,20120920233348,20230307143029,3820,0.0
Requests_for_comment/TBrandley,2012,12,34,0.0,20120229052808,20230210220311,3999,0.0
Requests_for_comment/TenPoundHammer,2012,64,248,0.0,20120310021455,20220423174947,3696,0.0
Requests_for_comment/Ticker_symbols_in_article_leads,2012,82,296,0.0,20121109151034,20230210220329,3745,0.0
Requests_for_comment/Tropical_Storm_Erick_(2007),2012,15,117,0.0,20120218224455,20220504035609,3728,0.0
Requests_for_comment/Ubikwit,2012,9,31,0.0,20121217200938,20240604075216,4187,0.0
Requests_for_comment/User_names/Index/2012,2012,6,11,0.0,20120109032611,20121224022507,350,0.0
Requests_for_comment/Vision_Thing,2012,7,26,0.0,20120320152656,20220107071716,3580,0.0
Requests_for_comment/Watchlist_survey,2012,219,438,0.0,20120513115541,20250120185455,4635,0.0
Requests_for_comment/Wikipedia_Review,2012,8,14,0.0,20120303224112,20230210220420,3996,0.0
Requests_for_comment/Wikiwatcher1,2012,9,32,0.0,20120805153217,20220107071827,3442,0.0
Requests_for_comment/Wtshymanski,2012,18,101,0.0,20120501123201,20220501041536,3652,0.0
Requests_for_comment/Youreallycan,2012,109,774,0.0,20120805142109,20260419111241,5005,0.0
Requests_for_comment/Yunshui,2012,2,4,0.0,20120915012031,20120919023745,4,0.0
Requests_for_comment/April_Fools',2013,137,746,1.0,20130402034517,20260116213048,4672,0.001
Requests_for_comment/Arbitration_Committee_Elections_December_2013,2013,70,286,0.0,20130920095847,20230227094728,3447,0.0
Requests_for_comment/Arbitration_Committee_Elections_December_2013/Electoral_Commission,2013,41,101,0.0,20131101115249,20220529103611,3131,0.0
